Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
fffe31003100390030003800,2008-11-27,Male,Service,Yes,5.0,10.0,8.8,
fffe32003400390031003500,2008-10-28,Male,Service,Yes,2.0,5.0,6.1,0.58
fffe32003200380036003400,2008-10-18,Female,Service,No,4.0,8.0,10.0,0.92
fffe3900320035003600,2008-09-04,Female,Product,No,4.0,7.0,8.5,0.79
fffe3100320034003100,2008-08-25,Male,Service,No,3.0,8.0,9.5,0.81
fffe3800380030003500,2008-03-28,Female,Service,Yes,1.0,2.0,5.9,0.37
fffe33003100320035003500,2008-08-24,Male,Service,Yes,2.0,4.0,6.9,0.59
fffe3800390031003300,2008-05-06,Female,Service,Yes,5.0,8.0,8.8,0.8
fffe33003200340030003100,2008-05-10,Female,Service,No,2.0,4.0,5.8,0.5
fffe33003300370036003400,2008-08-26,Female,Service,Yes,1.0,2.0,3.5,0.27
fffe31003200390035003200,2008-03-11,Male,Product,Yes,3.0,4.0,5.4,0.41
fffe32003900310038003900,2008-03-20,Female,Service,Yes,2.0,4.0,6.0,0.42
fffe31003500310032003900,2008-12-21,Female,Product,No,3.0,6.0,5.0,0.44
fffe3600330033003100,2008-07-30,Male,Service,No,3.0,5.0,7.9,0.66
fffe31003500350030003000,2008-03-18,Male,Service,Yes,4.0,7.0,,0.71
fffe31003800300037003900,2008-08-04,Female,Service,No,1.0,4.0,7.5,0.52
fffe3900350039003100,2008-04-30,Male,Service,No,3.0,6.0,,0.37
fffe3400380032003100,2008-12-14,Male,Service,Yes,1.0,,2.2,0.12
fffe33003000350036003400,2008-06-24,Male,Service,No,2.0,4.0,6.0,0.5
fffe3700350034003200,2008-04-02,Female,Product,Yes,3.0,5.0,6.2,0.48
fffe31003200330031003700,2008-08-25,Female,Service,No,1.0,4.0,4.5,0.41
fffe33003000320035003700,2008-11-22,Female,Service,No,2.0,4.0,5.0,0.32
fffe32003000390038003400,2008-06-28,Female,Service,No,2.0,4.0,,0.44
fffe3800390033003100,2008-10-01,Female,Service,Yes,5.0,9.0,7.5,0.76
fffe32003800330036003900,2008-08-02,Female,Service,No,1.0,4.0,6.1,0.58
fffe33003000300032003500,2008-01-09,Male,Product,No,2.0,6.0,6.9,0.58
fffe3300320031003300,2008-12-21,Female,Service,No,2.0,4.0,7.1,0.6
fffe3600350037003100,2008-08-09,Female,Service,Yes,1.0,2.0,3.9,0.26
fffe33003100300039003300,2008-02-29,Male,Service,Yes,1.0,3.0,5.6,0.33
fffe32003600340031003500,2008-08-12,Female,Service,Yes,1.0,3.0,5.9,0.48
fffe31003600340032003000,2008-12-01,Male,Service,Yes,3.0,,,
fffe3600300032003900,2008-10-20,Male,Product,Yes,3.0,5.0,,0.35
fffe3500360039003400,2008-12-27,Male,Service,Yes,2.0,4.0,6.3,0.42
fffe31003200330033003200,2008-01-04,Female,Product,No,2.0,4.0,6.3,0.58
fffe33003200320032003800,2008-10-12,Female,Product,No,1.0,5.0,5.9,0.53
fffe31003800380031003900,2008-10-26,Male,Service,Yes,2.0,2.0,,0.18
fffe31003100390033003200,2008-11-07,Male,Service,Yes,1.0,1.0,4.3,0.25
fffe32003700340036003300,2008-02-23,Female,Product,No,1.0,3.0,6.7,0.44
fffe3400340036003700,2008-09-16,Male,Service,No,3.0,6.0,,0.64
fffe33003100360036003500,2008-06-09,Male,Service,Yes,2.0,4.0,3.2,0.25
fffe33003400340034003800,2008-10-01,Male,Service,No,2.0,5.0,8.1,0.63
fffe32003200330032003100,2008-10-04,Female,Service,Yes,1.0,3.0,3.0,0.19
fffe31003100330032003000,2008-03-09,Female,Product,No,3.0,5.0,4.4,0.37
fffe33003100340036003700,2008-05-25,Male,Service,No,3.0,7.0,6.4,0.61
fffe31003500360035003300,2008-01-05,Male,Service,No,3.0,5.0,6.7,0.56
fffe3700300035003500,2008-08-09,Female,Service,Yes,2.0,4.0,4.3,0.31
fffe32003400340038003700,2008-05-29,Female,Service,Yes,2.0,2.0,2.2,0.13
fffe31003700330039003900,2008-01-30,Male,Service,Yes,1.0,2.0,4.8,0.39
fffe32003600340036003200,2008-07-25,Male,Service,No,2.0,5.0,6.9,0.59
fffe330035003800,2008-06-18,Male,Product,Yes,3.0,4.0,3.9,0.33
fffe31003400360039003100,2008-05-04,Female,Service,Yes,1.0,2.0,4.9,0.28
fffe31003200390034003800,2008-03-21,Female,Service,No,1.0,2.0,2.1,0.13
fffe33003400300035003200,2008-02-04,Female,Service,Yes,0.0,2.0,5.0,0.34
fffe33003000350033003700,2008-05-29,Female,Service,Yes,1.0,2.0,1.1,0.03
fffe32003900370033003500,2008-06-22,Male,Product,Yes,2.0,3.0,5.6,0.38
fffe33003300330035003800,2008-01-20,Male,Service,Yes,2.0,4.0,5.7,0.46
fffe32003300370036003000,2008-11-06,Male,Service,Yes,2.0,5.0,6.3,0.42
fffe3400310033003800,2008-04-01,Male,Service,No,3.0,5.0,8.3,0.68
fffe32003300380036003000,2008-01-18,Male,Service,No,2.0,5.0,7.2,0.5
fffe33003200340030003800,2008-05-19,Female,Product,Yes,1.0,1.0,3.3,0.17
fffe32003000330034003300,2008-11-24,Female,Service,Yes,1.0,2.0,6.2,0.39
fffe3800310037003700,2008-10-05,Female,Product,Yes,3.0,7.0,6.9,0.58
fffe3900370039003500,2008-11-02,Male,Service,Yes,2.0,4.0,5.0,0.43
fffe3900330030003500,2008-08-14,Female,Product,Yes,2.0,4.0,5.6,0.36
fffe32003300320039003100,2008-09-17,Female,Service,Yes,1.0,2.0,4.7,0.25
fffe31003000320034003500,2008-06-10,Female,Product,Yes,0.0,2.0,3.7,0.18
fffe32003300340034003500,2008-01-23,Male,Service,No,2.0,6.0,8.2,0.74
fffe31003800350036003900,2008-09-06,Male,Product,Yes,3.0,7.0,7.7,0.6
fffe33003100370036003800,2008-01-19,Male,Service,No,1.0,3.0,6.1,0.41
fffe3300350034003000,2008-06-12,Male,Service,Yes,3.0,6.0,,0.47
fffe32003100350038003600,2008-07-25,Female,Service,No,2.0,3.0,6.8,0.5
fffe33003000390031003900,2008-11-27,Female,Product,No,3.0,6.0,5.9,0.57
fffe33003100370035003900,2008-08-16,Male,Product,Yes,1.0,2.0,3.0,0.09
fffe3800300032003000,2008-05-04,Female,Product,No,0.0,2.0,,0.21
fffe32003300380035003500,2008-05-08,Female,Service,No,3.0,5.0,8.3,0.65
fffe31003100300035003200,2008-10-12,Male,Product,Yes,5.0,9.0,7.5,0.76
fffe3800340039003100,2008-11-15,Male,Service,No,2.0,4.0,4.3,0.2
fffe33003300370033003200,2008-07-25,Male,Service,Yes,3.0,4.0,5.5,0.37
fffe3100380037003600,2008-11-13,Female,Service,Yes,3.0,5.0,6.5,0.46
fffe3100300032003000,2008-06-14,Female,Service,No,2.0,,7.4,0.69
fffe3700310033003700,2008-01-29,Male,Service,Yes,1.0,3.0,5.9,0.4
fffe31003200320034003600,2008-01-08,Male,Product,Yes,3.0,6.0,8.0,0.6
fffe3300360039003500,2008-09-28,Female,Service,Yes,3.0,7.0,8.4,0.74
fffe32003200330030003600,2008-10-08,Male,Service,Yes,1.0,3.0,5.2,0.46
fffe32003900370030003500,2008-09-04,Female,Service,Yes,2.0,4.0,5.8,0.37
fffe3200380037003600,2008-02-26,Female,Service,No,3.0,,,0.49
fffe32003300380039003600,2008-09-12,Female,Product,Yes,2.0,4.0,6.6,0.59
fffe3100300033003800,2008-09-22,Male,Service,Yes,3.0,8.0,8.7,0.75
fffe32003000380038003300,2008-09-02,Male,Service,No,3.0,5.0,,0.56
fffe32003800340033003900,2008-08-08,Male,Product,No,2.0,3.0,6.8,0.48
fffe31003200350038003400,2008-02-18,Female,Service,Yes,2.0,4.0,6.8,0.53
fffe32003100350036003100,2008-09-11,Female,Service,Yes,2.0,4.0,6.0,0.49
fffe32003000390035003200,2008-09-01,Male,Service,Yes,2.0,6.0,,0.52
fffe32003200310039003800,2008-10-22,Male,Service,No,3.0,7.0,6.4,0.57
fffe32003300360032003800,2008-05-20,Female,Service,Yes,2.0,4.0,5.5,0.32
fffe33003300320036003100,2008-03-26,Male,Product,Yes,1.0,2.0,4.2,0.2
fffe3400300033003600,2008-09-19,Female,Product,Yes,2.0,4.0,6.1,0.47
fffe31003400330037003400,2008-04-02,Male,Service,Yes,2.0,5.0,4.1,0.34
fffe3400310033003000,2008-11-05,Male,Service,No,0.0,1.0,1.3,0.03
fffe32003900380037003600,2008-10-08,Male,Service,Yes,1.0,3.0,5.3,0.32
fffe32003200390037003200,2008-06-17,Female,Service,No,3.0,7.0,7.2,0.57
fffe33003100340031003800,2008-03-20,Female,Product,No,1.0,2.0,6.4,0.48
fffe32003400350035003900,2008-03-25,Female,Service,No,1.0,2.0,5.5,0.49
fffe32003400340039003700,2008-06-20,Male,Product,No,3.0,6.0,5.2,0.4
fffe31003200360033003000,2008-10-31,Female,Service,Yes,2.0,,5.1,0.44
fffe31003700330031003600,2008-07-27,Female,Service,No,2.0,4.0,1.8,0.12
fffe31003100320036003800,2008-01-15,Female,Service,No,3.0,,6.8,0.51
fffe3200310034003400,2008-10-11,Male,Service,No,0.0,1.0,1.4,0.08
fffe32003600300030003200,2008-05-05,Male,Service,Yes,2.0,4.0,7.1,0.64
fffe3200370036003200,2008-02-04,Female,Product,Yes,1.0,4.0,4.1,0.3
fffe3200320032003500,2008-04-30,Male,Service,No,3.0,5.0,5.4,0.5
fffe33003400380037003400,2008-03-02,Male,Product,No,3.0,7.0,6.3,0.56
fffe31003700390036003400,2008-01-07,Male,Product,No,3.0,6.0,,0.55
fffe3700310038003300,2008-04-06,Female,Service,No,2.0,5.0,,0.59
fffe31003700310039003900,2008-01-16,Female,Service,Yes,1.0,3.0,4.3,0.3
fffe31003600320031003000,2008-08-09,Male,Product,No,3.0,5.0,6.9,0.68
fffe3200320034003600,2008-12-26,Female,Service,No,2.0,5.0,5.6,0.51
fffe31003500330039003600,2008-12-21,Female,Service,Yes,3.0,6.0,5.6,0.4
fffe32003500380030003500,2008-03-01,Female,Service,No,3.0,5.0,6.4,0.41
fffe32003800390031003400,2008-03-06,Female,Service,Yes,3.0,6.0,5.1,0.42
fffe32003000350038003300,2008-10-04,Male,Product,No,2.0,5.0,7.6,
fffe3700320035003500,2008-07-15,Male,Product,No,2.0,6.0,7.1,0.53
fffe32003000390033003100,2008-09-09,Male,Service,No,2.0,4.0,5.9,0.46
fffe33003400340037003200,2008-05-14,Male,Service,No,1.0,2.0,3.3,0.27
fffe31003900320035003800,2008-11-12,Female,Product,No,4.0,7.0,8.2,0.71
fffe31003100320030003100,2008-12-20,Female,Service,No,0.0,1.0,0.3,0.03
fffe32003900300039003100,2008-02-02,Female,Service,Yes,1.0,2.0,4.5,0.39
fffe3100310032003300,2008-01-29,Female,Service,Yes,3.0,5.0,5.1,0.34
fffe31003400340032003800,2008-10-31,Male,Service,No,5.0,9.0,9.4,0.82
fffe32003200390033003400,2008-06-14,Female,Service,Yes,2.0,3.0,3.6,0.24
fffe3400360036003500,2008-11-25,Male,Service,No,2.0,2.0,3.8,0.18
fffe32003500360036003500,2008-07-17,Female,Service,Yes,3.0,6.0,6.0,0.54
fffe31003700380036003700,2008-01-27,Male,Product,Yes,2.0,5.0,4.0,0.33
fffe3200320035003400,2008-03-22,Male,Service,No,1.0,3.0,5.7,0.38
fffe32003000320031003800,2008-11-05,Female,Service,No,2.0,3.0,4.9,0.31
fffe3200340034003400,2008-01-26,Male,Service,Yes,1.0,,4.9,0.25
fffe3800380039003600,2008-07-16,Male,Service,Yes,2.0,5.0,7.7,0.63
fffe31003800340039003400,2008-11-24,Male,Product,Yes,2.0,5.0,5.7,0.45
fffe3800330030003300,2008-11-19,Female,Service,Yes,1.0,2.0,3.7,0.28
fffe33003300350030003700,2008-12-26,Male,Service,Yes,1.0,2.0,2.4,0.16
fffe32003300330039003000,2008-01-30,Female,Service,Yes,1.0,2.0,3.4,0.2
fffe31003500380038003800,2008-01-28,Male,Service,Yes,2.0,3.0,4.2,0.28
fffe31003200310038003900,2008-05-26,Female,Service,Yes,1.0,,6.2,0.4
fffe32003100340031003400,2008-05-23,Male,Service,Yes,4.0,7.0,8.4,0.68
fffe32003600380033003800,2008-10-22,Male,Product,No,2.0,4.0,6.6,0.58
fffe32003500350037003200,2008-08-06,Male,Product,Yes,4.0,7.0,6.4,0.62
fffe33003400380034003700,2008-05-31,Female,Service,Yes,4.0,7.0,9.3,0.75
fffe3600360032003200,2008-11-15,Female,Product,Yes,2.0,5.0,6.8,0.48
fffe3300360036003300,2008-06-06,Female,Product,No,2.0,5.0,9.0,
fffe33003400320034003200,2008-05-07,Female,Product,Yes,4.0,8.0,9.3,0.95
fffe360033003500,2008-11-03,Male,Service,No,4.0,8.0,7.4,0.61
fffe3900340037003100,2008-11-05,Male,Service,Yes,0.0,2.0,,0.14
fffe32003900300032003500,2008-12-19,Male,Product,Yes,2.0,3.0,6.0,0.49
fffe3600360039003600,2008-08-13,Female,Service,Yes,2.0,5.0,5.6,0.32
fffe33003400320036003400,2008-07-20,Male,Service,No,3.0,6.0,6.8,0.66
fffe3300380033003500,2008-01-12,Female,Service,No,2.0,5.0,6.0,0.42
fffe33003300320038003800,2008-04-10,Female,Product,No,4.0,6.0,7.1,0.6
fffe32003900310037003900,2008-02-16,Female,Product,No,0.0,1.0,1.7,0.14
fffe31003800340035003700,2008-04-10,Male,Product,Yes,0.0,,3.5,0.15
fffe33003400350037003700,2008-05-20,Male,Service,Yes,2.0,3.0,3.6,0.24
fffe32003200390039003200,2008-09-22,Male,Service,Yes,2.0,4.0,5.8,0.39
fffe3100320032003800,2008-08-18,Male,Service,No,4.0,7.0,,0.65
fffe32003100310039003200,2008-01-25,Male,Product,No,2.0,4.0,,0.55
fffe3600340033003100,2008-06-10,Male,Service,Yes,3.0,5.0,5.2,0.36
fffe320039003000,2008-08-01,Female,Service,No,3.0,6.0,6.5,0.51
fffe32003000360037003700,2008-08-29,Male,Service,No,1.0,4.0,6.6,0.54
fffe32003200310034003400,2008-02-10,Female,Service,Yes,2.0,4.0,7.2,0.64
fffe32003600310032003500,2008-06-27,Male,Service,No,3.0,7.0,7.6,0.78
fffe31003000340032003800,2008-11-15,Female,Service,Yes,1.0,1.0,2.4,
fffe32003700350039003300,2008-09-26,Female,Product,No,2.0,4.0,6.1,0.41
fffe3100350031003900,2008-06-11,Male,Service,No,2.0,5.0,6.2,0.6
fffe31003800380036003900,2008-10-05,Female,Product,Yes,0.0,1.0,2.1,0.07
fffe310035003400,2008-10-18,Male,Service,Yes,3.0,6.0,8.0,
fffe31003600340032003300,2008-11-07,Female,Service,No,1.0,2.0,,0.35
fffe32003400330031003100,2008-11-11,Male,Product,No,3.0,7.0,7.5,0.58
fffe3700380039003100,2008-08-05,Male,Service,Yes,2.0,2.0,2.6,0.2
fffe31003600390039003200,2008-01-11,Female,Service,No,4.0,8.0,7.0,0.67
fffe32003700310032003000,2008-11-30,Female,Service,Yes,1.0,3.0,3.1,0.17
fffe32003200390038003100,2008-07-11,Male,Service,No,3.0,5.0,4.6,0.37
fffe33003300380035003200,2008-10-11,Female,Product,Yes,3.0,6.0,7.4,0.55
fffe33003200320033003200,2008-01-07,Female,Service,No,2.0,5.0,5.6,0.53
fffe31003100340038003800,2008-04-28,Female,Product,No,1.0,1.0,4.4,0.25
fffe31003700340032003300,2008-04-04,Female,Product,No,3.0,,7.9,0.6
fffe3400360031003000,2008-09-24,Male,Product,Yes,2.0,3.0,3.5,0.3
fffe32003800300038003800,2008-11-27,Female,Product,No,1.0,3.0,5.9,0.5
fffe31003900320035003400,2008-05-20,Female,Service,No,1.0,2.0,,0.27
fffe33003100370034003600,2008-02-22,Female,Service,Yes,1.0,2.0,4.0,0.24
fffe32003400330037003200,2008-07-20,Male,Product,Yes,1.0,2.0,4.6,0.35
fffe3800370030003100,2008-05-12,Female,Service,Yes,2.0,6.0,,
fffe32003700390039003600,2008-08-19,Female,Product,Yes,4.0,8.0,6.9,0.69
fffe3200350037003500,2008-07-20,Female,Product,No,1.0,1.0,0.9,
fffe33003300330033003600,2008-02-26,Female,Product,Yes,2.0,3.0,5.0,0.37
fffe31003100350030003000,2008-11-24,Female,Service,Yes,0.0,2.0,3.8,0.28
fffe3700330031003200,2008-12-03,Male,Product,Yes,3.0,6.0,7.4,0.65
fffe33003000310037003900,2008-12-10,Male,Service,No,3.0,5.0,6.7,0.55
fffe32003800350033003900,2008-10-28,Male,Product,No,2.0,5.0,7.2,0.61
fffe360034003900,2008-02-15,Female,Service,Yes,2.0,3.0,6.4,0.43
fffe3500320035003300,2008-05-19,Female,Service,No,1.0,4.0,,0.31
fffe3400390033003000,2008-08-02,Female,Service,Yes,3.0,6.0,5.2,0.34
fffe31003000390035003800,2008-09-29,Male,Service,Yes,2.0,6.0,8.3,0.65
fffe33003300360039003900,2008-07-08,Female,Service,Yes,1.0,4.0,5.4,0.42
fffe32003800390032003900,2008-02-22,Male,Service,No,1.0,2.0,3.5,0.28
fffe3500390039003200,2008-11-26,Female,Product,Yes,2.0,4.0,5.3,0.35
fffe31003800390037003300,2008-11-30,Female,Service,No,3.0,5.0,7.9,0.65
fffe3400310033003100,2008-01-12,Male,Service,No,3.0,5.0,5.9,0.56
fffe32003700380038003800,2008-04-28,Male,Service,No,3.0,6.0,7.9,0.6
fffe3400320030003500,2008-02-23,Male,Service,Yes,1.0,3.0,2.6,0.12
fffe32003100380039003800,2008-01-25,Female,Service,No,3.0,6.0,7.4,0.62
fffe3700350031003200,2008-09-24,Female,Product,Yes,2.0,4.0,,0.48
fffe32003400340032003900,2008-06-22,Male,Service,Yes,3.0,7.0,7.2,0.54
fffe31003400370031003400,2008-09-29,Female,Service,No,2.0,6.0,8.3,0.7
fffe32003600370038003400,2008-06-02,Male,Service,No,4.0,9.0,9.7,0.96
fffe3800370030003800,2008-10-31,Male,Service,No,3.0,8.0,8.0,0.72
fffe3300360039003400,2008-02-24,Male,Service,No,1.0,1.0,0.0,0.0
fffe31003400300033003300,2008-01-12,Male,Service,No,4.0,,8.7,0.69
fffe33003000310033003000,2008-05-24,Male,Service,No,1.0,2.0,5.2,0.41
fffe32003300380035003600,2008-04-30,Female,Service,No,1.0,1.0,1.0,0.08
fffe3700390037003400,2008-01-04,Female,Product,No,1.0,3.0,4.9,0.29
fffe31003800310031003600,2008-03-12,Male,Service,No,2.0,4.0,,0.22
fffe32003700390038003600,2008-08-07,Female,Product,No,2.0,4.0,4.6,0.41
fffe3600370035003400,2008-02-02,Male,Service,Yes,3.0,6.0,5.2,0.31
fffe32003400390035003900,2008-02-25,Female,Product,Yes,2.0,2.0,4.7,0.27
fffe33003400310030003900,2008-11-19,Male,Service,No,1.0,4.0,5.7,0.44
fffe33003300380035003900,2008-04-18,Female,Service,No,3.0,5.0,6.4,0.59
fffe33003200380034003100,2008-03-21,Female,Product,Yes,1.0,2.0,4.7,0.29
fffe32003100330036003000,2008-10-12,Female,Service,Yes,0.0,1.0,4.2,
fffe31003400370038003100,2008-06-02,Female,Service,Yes,2.0,5.0,4.6,0.35
fffe32003000330030003200,2008-03-12,Male,Service,No,2.0,5.0,,0.53
fffe31003400390036003300,2008-01-30,Female,Service,Yes,4.0,6.0,,0.58
fffe390033003300,2008-03-04,Female,Service,No,3.0,7.0,7.8,0.79
fffe3400300034003200,2008-08-15,Male,Service,Yes,5.0,9.0,,0.84
fffe32003000310038003200,2008-05-20,Male,Service,Yes,1.0,3.0,4.3,0.38
fffe33003100380035003100,2008-10-02,Female,Service,Yes,1.0,2.0,3.3,0.26
fffe32003900330033003700,2008-07-17,Female,Service,No,1.0,3.0,4.0,0.35
fffe32003200330037003300,2008-03-21,Female,Service,No,3.0,,6.4,0.53
fffe3400350038003500,2008-08-28,Female,Service,No,2.0,3.0,6.5,0.43
fffe32003500330034003200,2008-05-08,Male,Service,No,3.0,7.0,6.5,0.55
fffe32003700350031003900,2008-03-21,Female,Product,Yes,1.0,2.0,3.7,0.18
fffe31003200310038003400,2008-07-15,Male,Service,Yes,3.0,5.0,4.3,0.31
fffe370033003600,2008-09-16,Female,Service,Yes,3.0,,6.6,0.47
fffe31003500330030003200,2008-05-30,Female,Product,No,2.0,2.0,,0.27
fffe31003400320031003700,2008-07-03,Female,Service,Yes,2.0,,3.3,0.26
fffe32003200320030003300,2008-04-10,Male,Product,Yes,4.0,7.0,9.2,0.77
fffe31003800360035003000,2008-02-11,Female,Service,No,2.0,5.0,6.7,
fffe31003600390036003500,2008-01-18,Male,Product,Yes,1.0,1.0,,0.06
fffe33003200380036003300,2008-11-28,Male,Product,Yes,2.0,4.0,4.5,0.3
fffe340033003800,2008-09-20,Male,Service,No,2.0,5.0,8.2,0.73
fffe32003400320039003000,2008-04-16,Female,Service,Yes,1.0,1.0,2.6,0.21
fffe3100310033003200,2008-11-03,Female,Product,Yes,2.0,4.0,4.3,0.31
fffe3400360033003700,2008-10-31,Male,Product,No,5.0,10.0,,
fffe31003700320035003600,2008-05-16,Male,Service,Yes,1.0,2.0,,0.47
fffe31003600360034003800,2008-02-01,Female,Service,No,2.0,,8.7,0.69
fffe3100330036003100,2008-02-17,Female,Product,Yes,0.0,1.0,0.0,0.0
fffe3200390032003600,2008-02-21,Female,Service,No,1.0,3.0,5.4,0.34
fffe31003900320032003600,2008-01-06,Female,Product,Yes,2.0,3.0,,0.37
fffe32003600380030003200,2008-07-29,Male,Product,Yes,1.0,2.0,5.4,0.39
fffe3600310030003400,2008-03-18,Male,Product,Yes,3.0,5.0,,0.4
fffe31003000390031003700,2008-06-14,Male,Product,Yes,2.0,4.0,6.2,0.44
fffe32003900300033003500,2008-11-11,Female,Product,No,1.0,2.0,2.7,0.2
fffe3700390039003500,2008-08-14,Female,Product,Yes,2.0,4.0,5.4,0.35
fffe32003600350038003000,2008-04-28,Female,Service,Yes,1.0,4.0,3.6,0.31
fffe33003100310038003300,2008-06-17,Female,Service,Yes,2.0,5.0,7.9,0.65
fffe33003200370033003700,2008-12-16,Male,Service,No,4.0,8.0,7.3,0.67
fffe32003800310031003500,2008-10-25,Male,Product,No,2.0,4.0,6.2,0.52
fffe32003300310034003000,2008-03-04,Female,Product,Yes,2.0,5.0,5.7,0.41
fffe3500340033003500,2008-06-19,Male,Service,Yes,3.0,,,0.66
fffe32003300310038003000,2008-10-23,Male,Service,Yes,2.0,3.0,2.5,0.14
fffe32003300320037003500,2008-10-18,Male,Product,Yes,1.0,2.0,5.1,0.47
fffe31003900360034003700,2008-02-28,Female,Product,Yes,0.0,2.0,3.8,0.18
fffe31003000380030003600,2008-07-15,Female,Service,Yes,2.0,4.0,4.0,0.33
fffe32003000360036003900,2008-09-15,Male,Service,No,1.0,3.0,4.7,0.4
fffe33003000310039003900,2008-03-08,Male,Service,No,2.0,7.0,8.5,0.76
fffe31003300390032003600,2008-05-23,Male,Product,No,1.0,3.0,5.7,0.43
fffe3100380039003300,2008-03-02,Male,Service,No,4.0,6.0,6.3,0.6
fffe3400320033003600,2008-12-21,Female,Service,Yes,1.0,3.0,4.5,0.36
fffe31003500320032003100,2008-09-11,Female,Service,Yes,2.0,4.0,5.3,0.33
fffe3900350034003900,2008-10-24,Female,Service,Yes,1.0,3.0,5.2,0.43
fffe32003500390031003100,2008-04-03,Female,Service,Yes,1.0,4.0,6.7,0.46
fffe3300370031003900,2008-01-27,Male,Service,No,3.0,5.0,7.6,0.66
fffe32003500380036003300,2008-10-27,Female,Service,Yes,3.0,5.0,3.9,0.3
fffe33003200370033003300,2008-05-26,Female,Product,Yes,0.0,2.0,4.6,0.25
fffe32003700330033003100,2008-07-16,Male,Service,No,4.0,6.0,6.3,0.54
fffe3400380039003000,2008-04-25,Female,Service,Yes,1.0,1.0,,0.13
fffe33003200330039003300,2008-02-04,Male,Service,No,3.0,5.0,7.3,0.52
fffe3200340039003200,2008-09-29,Female,Service,No,1.0,3.0,6.3,
fffe32003600370033003200,2008-09-21,Female,Product,No,3.0,7.0,9.0,0.75
fffe390033003100,2008-10-20,Male,Service,Yes,3.0,7.0,6.9,0.56
fffe3500300038003800,2008-03-03,Female,Service,Yes,2.0,3.0,,
fffe32003400340031003700,2008-05-19,Female,Product,Yes,2.0,5.0,5.9,0.36
fffe32003900340039003900,2008-09-21,Female,Product,No,3.0,5.0,5.6,0.32
fffe31003400300034003100,2008-10-17,Male,Product,Yes,2.0,5.0,6.6,0.54
fffe31003100320030003900,2008-09-09,Female,Service,Yes,0.0,1.0,,0.16
fffe360033003600,2008-03-22,Female,Service,No,3.0,5.0,5.9,0.4
fffe32003200380034003000,2008-07-24,Female,Product,No,3.0,7.0,6.8,0.66
fffe320035003100,2008-08-26,Female,Service,No,2.0,5.0,6.7,0.53
fffe3800350032003600,2008-07-14,Female,Product,Yes,0.0,,3.9,0.25
fffe31003800360037003400,2008-06-19,Male,Service,Yes,3.0,6.0,9.0,
fffe32003000300035003900,2008-02-11,Female,Service,Yes,2.0,3.0,6.2,0.48
fffe32003200300030003400,2008-12-03,Male,Service,No,2.0,6.0,7.1,0.58
fffe3700360039003500,2008-02-08,Female,Service,Yes,2.0,2.0,2.8,0.18
fffe32003300310031003700,2008-09-24,Female,Product,Yes,3.0,6.0,6.1,0.48
fffe31003500370031003100,2008-06-29,Female,Product,Yes,2.0,3.0,5.2,0.37
fffe32003300360034003400,2008-12-17,Male,Service,Yes,2.0,3.0,5.3,0.42
fffe3500340037003900,2008-05-21,Male,Service,No,1.0,3.0,,0.41
fffe32003400360030003200,2008-05-22,Female,Service,Yes,2.0,3.0,3.4,0.25
fffe33003400330032003100,2008-11-04,Female,Product,No,2.0,2.0,3.8,0.26
fffe31003100360036003300,2008-01-08,Male,Service,No,5.0,9.0,7.7,0.81
fffe3600320030003100,2008-12-23,Female,Product,Yes,2.0,4.0,5.3,0.46
fffe32003400370032003400,2008-05-25,Female,Service,Yes,2.0,4.0,5.0,0.44
fffe3800310032003200,2008-05-11,Female,Service,Yes,4.0,8.0,8.3,0.79
fffe32003200300033003800,2008-07-14,Female,Product,No,4.0,7.0,8.1,0.83
fffe3200310031003700,2008-09-14,Female,Product,Yes,1.0,4.0,5.1,0.43
fffe3600340038003900,2008-12-30,Female,Product,No,2.0,7.0,7.6,0.74
fffe32003700320039003800,2008-02-15,Male,Product,Yes,3.0,5.0,6.6,0.44
fffe3400330039003400,2008-05-08,Female,Product,Yes,3.0,5.0,,0.5
fffe33003000300038003500,2008-09-04,Male,Product,No,4.0,6.0,6.7,0.58
fffe33003000310038003600,2008-09-30,Male,Product,Yes,2.0,5.0,4.6,0.42
fffe3100330039003300,2008-03-31,Female,Service,No,1.0,2.0,4.8,
fffe32003800330038003800,2008-10-14,Female,Product,Yes,1.0,3.0,4.8,0.36
fffe3400350039003300,2008-09-23,Female,Service,No,1.0,1.0,3.4,0.13
fffe33003000320039003000,2008-11-07,Female,Service,Yes,3.0,7.0,7.1,0.63
fffe32003000310030003100,2008-12-05,Male,Service,No,3.0,8.0,9.3,1.0
fffe32003400340039003900,2008-07-29,Female,Product,Yes,2.0,5.0,5.3,0.47
fffe33003100340037003000,2008-04-20,Male,Product,Yes,0.0,1.0,2.8,0.21
fffe32003500340030003400,2008-01-03,Female,Service,Yes,1.0,4.0,4.5,0.3
fffe33003200370032003500,2008-03-04,Male,Service,No,3.0,5.0,6.4,0.59
fffe33003000300039003000,2008-02-02,Female,Product,Yes,2.0,5.0,5.0,0.33
fffe32003400310031003500,2008-12-13,Male,Service,No,3.0,7.0,7.8,0.7
fffe3800330031003900,2008-03-17,Male,Product,No,3.0,6.0,,0.6
fffe3700310038003000,2008-05-02,Female,Service,No,2.0,2.0,2.7,0.18
fffe32003100330036003100,2008-07-30,Female,Product,Yes,1.0,2.0,3.7,0.15
